MINE_ID,CURRENT_MINE_NAME,COAL_METAL_IND,CURRENT_MINE_TYPE,CURRENT_MINE_STATUS,CURRENT_STATUS_DT,CURRENT_CONTROLLER_ID,CURRENT_CONTROLLER_NAME,CURRENT_OPERATOR_ID,CURRENT_OPERATOR_NAME,STATE,BOM_STATE_CD,FIPS_CNTY_CD,FIPS_CNTY_NM,CURRENT_CONTROLLER_BEGIN_DT,PRIMARY_SIC_CD,PRIMARY_SIC,PRIMARY_SIC_CD_1,PRIMARY_SIC_CD_SFX,SECONDARY_SIC_CD,SECONDARY_SIC,SECONDARY_SIC_CD_1,SECONDARY_SIC_CD_SFX,PRIMARY_CANVASS_CD,PRIMARY_CANVASS,SECONDARY_CANVASS_CD,SECONDARY_CANVASS,PORTABLE_OPERATION,PORTABLE_FIPS_ST_CD,LONGITUDE,LATITUDE,DIRECTIONS_TO_MINE,NEAREST_TOWN
2801047,LIBERTY STONE & AGGREGATES - CLINTON ,M,Surface,Intermittent,10/17/2017,0135261,Michael A Schlaefer; Christopher  Cherchio; Bruce  Feld,0152494,LIBERTY STONE & AGGREGATES - CLINTON QUARRY,NJ,28,19,Hunterdon,05/20/2017,142903.0,"Crushed, Broken Slate",1429.0,3.0,,,,,6.0,Stone,,,Y,34.0,,,"Route 222 North to I-78 East, Follow into New Jersey. Take exit 12 for Route 173. Left at end of ramp, through traffic light, turns into Frontage Road. Travel to mine entrance on right, after Quarry Stone Manufacturing. GPS: N40* 38.042; W074* 57.101",UNION Township
2801048,Perth Amboy,M,Surface,Intermittent,07/09/2018,M12500,Richard N  Weeks; Richard S  Weeks,0158033,"North American Aggregates, LLC",NJ,28,23,Middlesex,05/29/2018,144600.0,"Sand, Industrial NEC",1446.0,0.0,,,,,7.0,Nonmetal,,,N,,,,"222 North to 78 East to 287 South, exit 29 towards 202/206.  Go onto NJ-440 North & take State Street towards Perth Amboy.  Merge onto State Street & take to mine site on right. GPS: N40 32.253 W074 15.681  ",Perth Amboy
2900013,Tijeras Plant & Quarry,M,Facility,Active,07/04/1976,M10343,Grupo Cementos de Chihuahua SA de CV,L13573,"GCC Rio Grande, Inc.",NM,29,1,Bernalillo,07/01/1994,324100.0,Cement,3241.0,0.0,,,,,6.0,Stone,,,N,,106.393056,35.071111,"W of Alb. on I-40 to Hwy 337, S 1/2 mi to plant.",Tijeras
2900415,WAIDE SAND & GRAVEL,M,Surface,Active,07/06/1999,M10314,James A  Waide,L13527,Waide Sand & Gravel Company,NM,29,5,Chaves,03/14/1994,142200.0,"Crushed, Broken Limestone NEC",1422.0,0.0,,,,,6.0,Stone,,,N,,104.386944,33.560278000000004,"From Roswell, take HWY 70 approx. 10 miles to Mine Site on the right. ",ROSWELL
2900417,Ortega Pit,M,Surface,Intermittent,05/26/2015,M30231,James  Rogers,L30231,Alamo Transit Mix Corp,NM,29,35,Otero,01/01/1950,144200.0,Construction Sand and Gravel,1442.0,0.0,,,,,5.0,SandAndGravel,,,N,,105.0325,34.972778000000005,North on Hwy 54. Hwy 82 Junction on West Side of Road.,Alamogerdo
2900423,Highway 70 Pit Plant,M,Surface,Intermittent,12/01/2011,M07680,Jim  Mc Nutt,L09797,McNutt Construction,NM,29,13,Dona Ana,04/04/1994,144200.0,Construction Sand and Gravel,1442.0,0.0,,,,,5.0,SandAndGravel,,,Y,35.0,105.0325,34.972777,"From Las Cruces, take I25 south to I10 east to Mesquite, exit left across I10, travel east for approx 2.5 miles, right at sign, drive thru to operation at Mossman Pit.",Las Cruces
2900426,Tome Pit,M,Surface,Intermittent,09/04/2018,0120181,Eric L  Gibson,0140833,Valley Materials ,NM,29,61,Valencia,09/11/2015,144200.0,Construction Sand and Gravel,1442.0,0.0,,,,,5.0,SandAndGravel,,,N,,106.720833,34.688611,"From Albuquerque I-25 south Exit 195 Belen, to left on Reinken, left on Hwy 47, right on LaEntrada through white gate at first curve on LaEntrada, follow to mine",Belen
2900444,Vallejos Mine,M,Surface,Active,08/01/1973,M03459,Raymond  Gutierrez,L04297,Ray'S Sand & Gravel,NM,29,1,Bernalillo,03/20/1980,144200.0,Construction Sand and Gravel,1442.0,0.0,,,,,5.0,SandAndGravel,,,N,,106.721667,35.013333,"From office, west to Coors, South to Las Padillas, right 1 block.",Albuquerque
2900466,UNIT 1301,M,Surface,Intermittent,02/25/2019,0125401,James  Eliason; Gordon  Crawley,L01764,K Barnett & Sons Inc,NM,29,9,Curry,01/01/1950,142200.0,"Crushed, Broken Limestone NEC",1422.0,0.0,,,,,6.0,Stone,,,Y,35.0,103.2025,34.618889,From Clovis go West on Hwy 60/84 to NM 467.  Turn South on NM 467 and proceed 7 miles to where Curry Road 6 intersects NM 467.  Turn West on CR 6 and proceed 3 1/4 miles to entrance of mine.  ,"Clovis, NM"
2900470,"Desert Valley, Inc. ",M,Surface,Active,01/04/2013,M12021,David  Baeza,0080145,"Desert Valley, Inc.",NM,29,29,Luna,08/22/2019,144200.0,Construction Sand and Gravel,1442.0,0.0,,,,,5.0,SandAndGravel,,,N,,107.725,32.195,"State Hwy 11 South, MM#30, turn east onto SR-141 (Rockhound Rd) 1 1/4 miles on rt.",Deming
2900473,MIMBRES PIT,M,Surface,Active,07/07/1980,M08625,Charles  Hamilton,L13629,Southwest Concrete & Paving Inc,NM,29,29,Luna,05/01/1994,144200.0,Construction Sand and Gravel,1442.0,0.0,,,,,5.0,SandAndGravel,,,Y,35.0,108.26,32.783055,"From Silver City, take Hwy 18 south east towards Deming. Travel 27 miles between mile marker 146 and 147, turn left, travel to mine. ",Silver City
2900481,Roswell Pit,M,Surface,Intermittent,07/20/2015,0118025,GMS Inc; David  Shoup,0138654,"United Materials, LLP",NM,29,5,Chaves,05/08/2015,144200.0,Construction Sand and Gravel,1442.0,0.0,,,,,5.0,SandAndGravel,,,N,,104.541111,33.393611,"From Artesia travel North on HWY 285 to Roswell Truck route to the West, travel 2 miles to Sunset Rd. turn left then right. ",ROSWELL
2900484,Fort Sumner Pit,M,Surface,Active,10/26/1973,0137481,Winston C  Griego; Nick  Griego Jr,0053515,"Nick Griego & Sons Construction, Inc.",NM,29,11,De Baca,04/16/2004,142200.0,"Crushed, Broken Limestone NEC",1422.0,0.0,,,,,6.0,Stone,,,N,,104.245556,34.471667,"South on Hwy 212, 1 1/2 miles on left",Fort Sumner
2900495,PORTABLE #1,M,Surface,Intermittent,05/04/2018,M09591,Joel M Perovich,L12505,Perovich Properties Inc,NM,29,7,Colfax,02/06/1992,144200.0,Construction Sand and Gravel,1442.0,0.0,,,,,5.0,SandAndGravel,,,Y,35.0,105.67,36.465833,"Take I-25 North Exit 335 (approximately 10 miles South of Raton). Drive East on CR B47 for 2 miles to the white gate, then drive North 1.5 miles to the mine site.  ",Raton
2900502,Rocky Road,M,Surface,Intermittent,05/18/1999,M37944,Oren  Matthews; Jimmy  Matthews,L37944,Rocky Road Gravel Products,NM,29,47,San Miguel,03/01/1986,144200.0,Construction Sand and Gravel,1442.0,0.0,,,,,5.0,SandAndGravel,,,Y,35.0,105.158889,35.686389,"Hwy 518 NW from Las Vegas about 9 miles, turn right at the Allen Ranch sign. Follow the 1st dirt road left to plant.",Las Vegas
2900641,Sais Quarry,M,Surface,Active,05/16/2016,M01042,Vincent J  Lardner III,L17324,New Mexico Travertine Inc,NM,29,53,Socorro,07/21/2006,141100.0,Dimension Stone NEC,1411.0,0.0,,,,,6.0,Stone,,,N,,106.801389,34.651944,2 miles north of Blue Springs off Hwy 60.,Blue Springs
2900822,SANTA FE RIVER PIT,M,Surface,Active,04/27/2000,0040718,Don  Eker,0050331,"Eker Brothers, Inc.",NM,29,49,Santa Fe,01/01/2002,144200.0,Construction Sand and Gravel,1442.0,0.0,,,,,5.0,SandAndGravel,,,Y,35.0,106.084167,35.64,"Exit off 25 at Santa Fe, West on 599 to Airport Road, south on Colony Road.  First driveway turn right (west) 1/2 mile through gully through gate, turn left first road 1/2 to mine.",Santa Fe
2900885,Carlsbad Airport Pit,M,Surface,Intermittent,03/03/2016,0118025,GMS Inc; David  Shoup,0138654,"United Materials, LLP",NM,29,15,Eddy,02/16/2016,142900.0,"Crushed, Broken Stone NEC",1429.0,0.0,,,,,6.0,Stone,,,Y,35.0,,,3/4 miles West of Sunset,Carlsbad
2900917,San Antone Pit,M,Surface,Intermittent,10/17/2016,0131021,Michele  Bonaguidi,0149193,Michele's Ready Mix Rock & Recycle Inc.,NM,29,31,Mckinley,01/16/2017,142200.0,"Crushed, Broken Limestone NEC",1422.0,0.0,,,,,6.0,Stone,,,N,,108.223333,35.4025,"6.7 miles N 371, off I-40, 1 mi E.",Gallup
2901101,Portable Plant,M,Surface,Intermittent,12/06/2011,M11992,Jim  Fowler,L15733,Fowler Brothers Inc,NM,29,17,Grant,09/01/1997,144200.0,Construction Sand and Gravel,1442.0,0.0,,,,,5.0,SandAndGravel,,,Y,35.0,108.143611,32.719722,"From Silver, Easton Hwy 152 to Dan Larenrd, exit Lofton Gozerd to mine.",Silver City
2901119,Tecolote Pit,M,Surface,Intermittent,02/23/1988,M34385,Dorothy  Knezevich,L34385,Howard's Sand & Gravel,NM,29,47,San Miguel,02/01/1988,144200.0,Construction Sand and Gravel,1442.0,0.0,,,,,5.0,SandAndGravel,,,Y,35.0,105.275,35.4575,Portable,Las Vegas NM
2901258,NM Crusher #1 (portable) ,M,Surface,Intermittent,11/13/2019,M06183,CRH PLC,L16678,Four Corners Materials,NM,29,45,San Juan,04/01/1997,144201.0,"Sand, Common",1442.0,1.0,,,,,5.0,SandAndGravel,,,Y,35.0,107.992778,36.822222,"Portable - Harper Hill Pit - 5901 Primavera Drive, Farmington, NM ",Farmington 
2901312,SOUTH SOCORRO PIT,M,Surface,Active,04/12/1984,M30028,Canda  Aguilar; Pablo  Aguilar,L30028,A 1 Quality Redi-Mix Inc,NM,29,53,Socorro,01/01/1950,144200.0,Construction Sand and Gravel,1442.0,0.0,,,,,5.0,SandAndGravel,,,Y,35.0,106.888889,34.024722,Portable,Socorro
2901392,CUCHILLO PIT,M,Surface,Intermittent,05/21/2014,M00782,Howard  Bartoo Jr,L00922,Bartoo Sand & Gravel Inc,NM,29,51,Sierra,01/01/1950,144200.0,Construction Sand and Gravel,1442.0,0.0,,,,,5.0,SandAndGravel,,,N,,107.252778,33.128333000000005,"From T or C North on Hwy 181 approx 1 mile, mine site on left side of Hwy.",T or C
2901460,CR #1,M,Surface,Active,04/15/1991,M06750,Walter L  Meech,L08504,C & E Concrete Inc,NM,29,6,Cibola,01/01/1950,142200.0,"Crushed, Broken Limestone NEC",1422.0,0.0,,,,,6.0,Stone,,,N,,108.219167,35.046944,"35 miles Southwest of Milan, NM on Hwy 53.",Grants
2901475,PLACITAS,M,Surface,Active,02/18/2009,0071891,Vulcan Materials Company,L16645,CalMat Co,NM,29,43,Sandoval,08/29/2014,144200.0,Construction Sand and Gravel,1442.0,0.0,,,,,5.0,SandAndGravel,,,N,,106.550833,35.28472199999999,1 mile north of State Hwy 44E.,Albuquerque
2901519,CY OF ROSWELL GRAVEL PIT,M,Surface,Active,01/15/2016,M31867,City Of Roswell-NM,L31867,City Of Roswell,NM,29,5,Chaves,01/01/1950,142902.0,"Crushed, Broken Sandstone",1429.0,2.0,142900.0,"Crushed, Broken Stone NEC",1429.0,0.0,6.0,Stone,6.0,Stone,N,,105.0325,34.972778000000005,"From Hwy 285 West on Brooher St to Sunset, south 1/2 mile to gate on left",Roswell
2901543,UNIT 1306,M,Surface,Intermittent,06/26/2018,0125401,James  Eliason; Gordon  Crawley,L01764,K Barnett & Sons Inc,NM,29,9,Curry,01/01/1950,142200.0,"Crushed, Broken Limestone NEC",1422.0,0.0,,,,,6.0,Stone,,,Y,35.0,104.453889,34.47,"Go West of Ft. Sumner, NM on US 60.  After you go under the railroad bridge, go 1/4 mile further West and turn right.  Follow road back to the pit location, approximately 8 miles.  Drive carefully, this a cattle ranch, and cattle roam free.  ","Clovis, NM."
2901648,Lea County Pits,M,Surface,Intermittent,02/21/2020,M35514,Lea County-NM,L35514,Lea County Road Department,NM,29,25,Lea,01/01/1950,142200.0,"Crushed, Broken Limestone NEC",1422.0,0.0,,,,,6.0,Stone,,,Y,35.0,103.429722,33.141110999999995,"Hwy 62-180 to St Rd 483, N. to Lovington ...Hwy 82 to 206...N. to McDonald Rd...W. 6 miles to site.",Lovington
2901667,Baca Pit,M,Surface,Intermittent,03/17/2020,0071891,Vulcan Materials Company,L16645,Cal Mat Co,NM,29,43,Sandoval,05/05/2015,144200.0,Construction Sand and Gravel,1442.0,0.0,,,,,5.0,SandAndGravel,,,N,,106.43,35.39888900000001,North on I-25 to Algodones Exit.  South on frontage road approximately 1/2 mile to mine entrance.,Algodones
2901712,LOWDERMILK,M,Surface,Active,01/11/1978,0146321,RPC & SAC Revocable Trust; TEMC VS Trust,L01864,"Espanola Transit Mix, LLC",NM,29,39,Rio Arriba,01/01/1950,144200.0,Construction Sand and Gravel,1442.0,0.0,149911.0,Pumice,1499.0,11.0,5.0,SandAndGravel,7.0,Nonmetal,N,,106.067778,36.010278,"From Espanola, north on Hwy 84/285.  At ign stating Espanola Transit Mix turn west to mine site.",Espanola
2901797,Valley #1 Tolar Pit,M,Surface,Active,09/01/1994,M05774,Terry  Truelock,L07254,Valley Incorporated,NM,29,41,Roosevelt,05/24/1984,142200.0,"Crushed, Broken Limestone NEC",1422.0,0.0,,,,,6.0,Stone,,,N,,103.888889,34.449167,"1 mile East of Tolar, NM Adjacent to US 60/84.",Taiban NM
2901856,LUCERO MINE,M,Surface,Intermittent,02/28/2018,M01042,Vincent J  Lardner III,L17324,"New Mexico Travertine, Inc.",NM,29,61,Valencia,01/24/2011,141103.0,Dimension Marble,1411.0,3.0,,,,,6.0,Stone,,,N,,105.0325,34.972778000000005,"20 Miles west of Belen, NM on Marble Quarry Road",Belen
2901894,Tommy Blankenship Pit,M,Surface,Intermittent,05/26/2015,M39167,Tommy J  Blankenship,L39167,Tommy Blankenship Sand & Gravel,NM,29,35,Otero,12/01/1982,144200.0,Construction Sand and Gravel,1442.0,0.0,,,,,5.0,SandAndGravel,,,N,,105.0325,34.972778000000005,"Take HWY 54 North of Alamogordo and turn right on Griffin St. 90 East approx. 1/2 mile, turn North and go to Griffin Trun East go approx, 3 miles to Plant on Left. ",LA LUZ
2901924,Felix Pit,M,Surface,Active,10/07/2011,0069551,Sharlotte A  Rierson,0082424,American Aggregate ,NM,29,5,Chaves,05/17/2007,142200.0,"Crushed, Broken Limestone NEC",1422.0,0.0,,,,,6.0,Stone,,,Y,35.0,104.588889,33.352222,Primary Office Location,"Hagerman, NM."
2901968,Crusher #1,M,Surface,Active,07/08/2014,M01538,Charles E  Hamilton; Carroll  Hamilton,L01714,James Hamilton Construction Company,NM,29,15,Eddy,08/01/1984,144600.0,"Sand, Industrial NEC",1446.0,0.0,,,,,7.0,Nonmetal,,,Y,35.0,104.522778,33.394167,"Drive 4 mi north on Hwy 84 from Tierra Amarilla, then west on Hwy 512 for 7.4 mi to the ""Lumberton Project"".  ",Tierra Amarilla
2901971,B T U Watrous Pit #2,M,Surface,Active,05/01/2017,M10116,Buddy  Sonchar,L13244,B T U Block & Concrete Inc,NM,29,33,Mora,08/01/1984,144200.0,Construction Sand and Gravel,1442.0,0.0,,,,,5.0,SandAndGravel,,,N,,104.991944,35.803611,"At exit 364 from I25, head west 1.5 miles on Hwy 161 then turn north on the ranch road, follow for 1 mile.",Watrous
2901986,R D BLANKENSHIP DIRT WORK LLC,M,Surface,Active,04/04/1990,0153161,Rodney D Blankenship; Brian  Blankenship,L13920,R D Blankenship Dirt Work LLC,NM,29,35,Otero,08/01/1994,144200.0,Construction Sand and Gravel,1442.0,0.0,,,,,5.0,SandAndGravel,,,N,,105.946389,32.983056,Towards Otero NM.,Otero
2902002,Little Apache Pit,M,Surface,Intermittent,03/23/2015,M07784,Frank M  Batte; Karen G  Batte,L09935,Batte Enterprises,NM,29,35,Otero,09/24/1987,142200.0,"Crushed, Broken Limestone NEC",1422.0,0.0,,,,,6.0,Stone,,,N,,105.0325,34.972778000000005,"117 Batte Way ---La Luz, New Mexico",Cloudcroft
2902007,MTC INC,M,Surface,Active,12/06/2011,M36018,Max  Mascarenas,0097325,MTC INC,NM,29,55,Taos,01/01/2009,144200.0,Construction Sand and Gravel,1442.0,0.0,,,,,5.0,SandAndGravel,,,Y,35.0,105.569722,36.905,Portable,Quest
2902041,Vernon Hamilton Screening Plant,M,Surface,Intermittent,03/25/2019,M09465,Vernon  Hamilton,L12326,Vernon Hamilton Construction Company,NM,29,31,Mckinley,03/01/1990,144200.0,Construction Sand and Gravel,1442.0,0.0,,,,,5.0,SandAndGravel,,,Y,35.0,105.0325,34.972778000000005,"Portable - 12 Miles S of I40, Exit 33 - Tampico Pit. ",Gallup
2902049,Robert Medina & Sons Taos  Pit II,M,Surface,Intermittent,01/10/2018,M00118,Juanita E  Medina,L08120,Robert Medina & Sons Concrete & Sand Inc,NM,29,55,Taos,06/01/1990,144200.0,Construction Sand and Gravel,1442.0,0.0,,,,,5.0,SandAndGravel,,,N,,105.660833,36.48,US 64 East.  Then go North on Gravel Pit Road.  ,Taos
2902050,Robert Medina & Sons Costilla Pit,M,Surface,Intermittent,06/01/2016,M00118,Juanita E  Medina,L08120,Robert Medina & Sons Concrete & Sand Inc,NM,29,55,Taos,06/01/1990,142900.0,"Crushed, Broken Stone NEC",1429.0,0.0,,,,,6.0,Stone,,,N,,105.548611,36.950833,"Highway 522 #4200 Costilla, N.M. - 38 miles North of Taos. ",Costilla
2902064,Red Rock Mine,M,Surface,Intermittent,05/13/2020,M37014,Albert  Pacheco,L37014,Pacheco Trucking & Construction,NM,29,37,Quay,11/01/1990,144200.0,Construction Sand and Gravel,1442.0,0.0,,,,,5.0,SandAndGravel,,,N,,,,"From Logan, NM travel on US 54 NE 14 miles to red cattle gate. Go through gate and travel approximately 1.5 miles east to mine.",Nara Visa
2902076,Portable Crushing Plant,M,Surface,Intermittent,03/25/2019,M09465,Vernon  Hamilton,L12326,Vernon Hamilton Construction Company,NM,29,31,Mckinley,03/01/1991,144200.0,Construction Sand and Gravel,1442.0,0.0,,,,,5.0,SandAndGravel,,,Y,35.0,108.875556,35.49777800000001,17 miles S of I-40 Exit 33.,Wingate
2902116,Jeans Crusher,M,Surface,Intermittent,07/11/2016,M03361,Frank J  Smith Jr,L13171,Versatile Construction Company,NM,29,37,Quay,08/01/1993,142900.0,"Crushed, Broken Stone NEC",1429.0,0.0,,,,,6.0,Stone,,,Y,35.0,103.103889,35.605,Portable,Logan
2902128,VADO QUARRY,M,Surface,Active,11/09/1995,M10343,Grupo Cementos de Chihuahua SA de CV,0148714,GCC Sun City Materials LLC,NM,29,13,Dona Ana,11/19/2016,142200.0,"Crushed, Broken Limestone NEC",1422.0,0.0,144200.0,Construction Sand and Gravel,1442.0,0.0,6.0,Stone,5.0,SandAndGravel,Y,35.0,106.658333,32.158889,Portable,El Paso
2902147,PIT #1,M,Surface,Active,05/10/1995,M31704,Gene E  Little,L31704,Chaparral Sand & Gravel,NM,29,35,Otero,05/01/1995,144200.0,Construction Sand and Gravel,1442.0,0.0,,,,,5.0,SandAndGravel,,,N,,105.0325,34.972778000000005,"From El Paso, Texas take HWY 54 Across NM state line. Go 2 miles, mine on left side of road. ","CHAPARRAL, NM"
2902152,Waldo Quarry ,M,Surface,Active,11/01/1995,0146321,RPC & SAC Revocable Trust; TEMC VS Trust,L14455,"Associated Asphalt and Materials, LLC",NM,29,49,Santa Fe,11/01/1995,142900.0,"Crushed, Broken Stone NEC",1429.0,0.0,144200.0,Construction Sand and Gravel,1442.0,0.0,6.0,Stone,5.0,SandAndGravel,N,,106.15,35.498333,"South of Santa Fe on I25, take Waldo exit east approx 3 miles.",Santa Fe
2902164,Crusher/Screener #1,M,Surface,Intermittent,02/16/2010,M11445,Randy  Rabon,L15034,Mesa Verde Enterprises Inc,NM,29,35,Otero,03/01/1997,141100.0,Dimension Stone NEC,1411.0,0.0,,,,,6.0,Stone,,,N,,106.028056,32.943056,"Take Hwy 54-70 south of Tularosa, turn left on LaLuz Gate Rd. (signal light, north of Alamogordo) proceed to property at 396 La Luz Gate Rd. ",Alamogordo
2902165,Crusher/Screener #2,M,Surface,Active,05/15/2003,M11445,Randy  Rabon,L15034,Mesa Verde Enterprises Inc,NM,29,35,Otero,03/01/1997,144200.0,Construction Sand and Gravel,1442.0,0.0,,,,,5.0,SandAndGravel,,,Y,35.0,105.0325,34.972778000000005,"North on Hwy 54/70 to LaLuz, turn right approx. 1 3/4 miles to Co. sign on left.",150
2902174,Desert Valley Inc,M,Surface,Active,12/07/1998,M12021,David  Baeza,0080145,Desert Valley Inc,NM,29,29,Luna,04/16/2007,144200.0,Construction Sand and Gravel,1442.0,0.0,,,,,5.0,SandAndGravel,,,Y,35.0,107.791389,32.195833,"3.5 miles South on Hwy 11, East of Hwy 11, two miles on the South side of the road.  2520 Rockhound Road SE, Deming, NM 88030.  ",Deming
2902181,White Rock # 1,M,Surface,Intermittent,08/25/2009,0130981,Tina  Dziuk; Robert  Maldonado,0149153,White Rock Crushing LLC,NM,29,41,Roosevelt,01/11/2017,142200.0,"Crushed, Broken Limestone NEC",1422.0,0.0,,,,,6.0,Stone,,,Y,35.0,103.371389,34.200278000000004,South of Portales CN 1055 SRRP,Portales
2902186,Fisher Industries Plant 32,M,Surface,Intermittent,04/01/2019,M00061,Thomas G  Fisher,L00020,Fisher Sand & Gravel Company,NM,29,31,Mckinley,04/01/1999,144200.0,Construction Sand and Gravel,1442.0,0.0,,,,,5.0,SandAndGravel,,,Y,35.0,102.731111,46.882778,"From Albuquerque go west on I-40 to exit 33. Turn south on NM 400 for 10.6 miles, (end of pavement) continue 2.2 miles on CR 50, Turn Right onto Forest Road 402. Drive 4.5 miles to the pit entrance. go right 1/3 of a mile to the operation.",Fort Wingate
2902187,Fisher Industries Plant 33,M,Surface,Intermittent,01/04/2019,M00061,Thomas G  Fisher,L00020,Fisher Sand & Gravel Company,NM,29,13,Dona Ana,04/01/1999,144200.0,Construction Sand and Gravel,1442.0,0.0,,,,,5.0,SandAndGravel,,,Y,35.0,106.5325,31.116389,"From Albuquerque -go south on I-25 to I-10 to Executive Center Blvd.(Texas, right, west on Executive Center Blvd to W Paisano Drive, right, northwest on W Paisano Drive to NM 273 (Anapra Rd/McNutt Rd.) to MP .01, Left onto Brickland Road, follow road to operation. ""N31*47'05.80"" ""W106*31'57.19""",Sunland Park
2902190,Harolds Grading & Trucking,M,Surface,Intermittent,12/05/2006,0121901,Harold F Dominguez; Sharon P Dominguez,L16866,Harolds Grading & Trucking ,NM,29,43,Sandoval,12/11/2015,144200.0,Construction Sand and Gravel,1442.0,0.0,,,,,5.0,SandAndGravel,,,Y,35.0,106.618056,35.30444400000001,"From Bernalillo, NM Hwy 528 south to Idalia Rd., west on Idalia Rd. Approx. 2.5 miles plant on left side of road",Bernalillo
2902199,P V Pit,M,Surface,Active,10/01/2010,M13113,Paul M  Velasquez,L17196,Paul & Son Construction Inc,NM,29,45,San Juan,02/01/2000,144200.0,Construction Sand and Gravel,1442.0,0.0,,,,,5.0,SandAndGravel,,,Y,35.0,107.889167,36.710833,"From Albuquerque N.M. Field Office, Travel to Bloomfield N.M.; Mine Operation is 4 miles East orf Bloomfield N.M. on US Hwy 64.",Bloomfield
2902204,Casados Pit,M,Surface,Intermittent,07/20/2016,M13354,Russell P  Casados; Mary Alice  Casados,L17503,Russell Sand & Gravel Company Inc,NM,29,39,Rio Arriba,07/01/2000,144200.0,Construction Sand and Gravel,1442.0,0.0,,,,,5.0,SandAndGravel,,,Y,35.0,106.652778,36.689444,"Take Highway 84 North through Tierra Amarilla to Los Ojos. Drive through town and turn right at sign that says ""Fish Hatchery"" and follow road to mine site.                                        ",Los Ojos
2902209,BARTOO PORTABLE SCREEN #1,M,Surface,Active,10/01/2010,M00782,Howard  Bartoo Jr,L00922,Bartoo Sand & Gravel Inc,NM,29,51,Sierra,10/01/2000,144200.0,Construction Sand and Gravel,1442.0,0.0,,,,,5.0,SandAndGravel,,,Y,35.0,107.300278,33.204722,Portable,Truth or Consequences
2902210,Versatile Crusher,M,Surface,Intermittent,06/10/2019,M03361,Frank J  Smith Jr,L13171,Versatile Construction Company,NM,29,59,Union,11/01/2000,144200.0,Construction Sand and Gravel,1442.0,0.0,,,,,5.0,SandAndGravel,,,Y,35.0,103.184167,36.451667,From Clayton go 1 mile North to Hwy 370 turn west on dirt road for 2 miles.,Clayton
2902212,Travelstead,M,Surface,Intermittent,06/15/2018,0118025,GMS Inc; David  Shoup,0138654,"United Materials, LLP",NM,29,15,Eddy,05/08/2015,142900.0,"Crushed, Broken Stone NEC",1429.0,0.0,,,,,6.0,Stone,,,Y,35.0,104.461944,32.783611,"Approx 80 Mi.from Carlsbad,NM take NM 285 South 8 miles South of Orla, Tx. Turn left on reeves County Road 434 just South of four mile bridge. East 2 miles turn left on haulage Road.","Carlsbad, NM"
2902213,Berino Sand Pit,M,Surface,Intermittent,09/05/2017,0139561,Omar  Bazan,0156133,Del Norte Masonry Products,NM,29,13,Dona Ana,02/22/2018,144200.0,Construction Sand and Gravel,1442.0,0.0,,,,,5.0,SandAndGravel,,,Y,35.0,106.626389,32.068056,Portable,Berino
2902216,Blue Mountain Stone,M,Surface,Intermittent,11/03/2014,M10578,Raul  Vasquez,L13847,Blue Mountain Stone Inc,NM,29,47,San Miguel,05/11/2009,142902.0,"Crushed, Broken Sandstone",1429.0,2.0,,,,,6.0,Stone,,,N,,104.458611,35.42583300000001,"Las Vegas east R J 104 Mile Marker 50, Garita, NM",Garita
2902221,ORTEGA'S GRAVEL PIT,M,Surface,Intermittent,04/19/2016,M14321,Robert R  Ortega,L18605,Ortega's Gravel Pit,NM,29,55,Taos,05/01/2001,144200.0,Construction Sand and Gravel,1442.0,0.0,,,,,5.0,SandAndGravel,,,Y,35.0,105.988889,36.533056,One mile North of intersection in Questa Stop Light,Questa
2902224,Portable Crushing Plant #4,M,Surface,Intermittent,04/13/2020,M02545,Henry  Southway Jr,L06057,Southway Construction Company Inc,CO,5,21,Conejos,06/01/2001,144200.0,Construction Sand and Gravel,1442.0,0.0,,,,,5.0,SandAndGravel,,,Y,8.0,106.098889,37.385,"Garrett Pit, 1 mile S of Conejos CRs 9 & FF (also Rio Grande CR 12S or Rd 125); 37.384920, -106.099007; 37 23 06, 106 05 56; 226, 3:56 226 3:56  ",Waverly
2902226,FNF Crushing 5,M,Surface,Intermittent,12/04/2017,0105455,Infrastructure Holdings Company LLC,L13448,FNF Construction Inc,ND,32,105,Williams,01/28/2009,144200.0,Construction Sand and Gravel,1442.0,0.0,,,,,5.0,SandAndGravel,,,Y,38.0,104.076944,47.857222,Portable,Williston
2902229,Veguita Pit,M,Surface,Intermittent,01/14/2014,0041851,Payam  Ghoreishi,0051350,P G Enterprises LLC,NM,29,53,Socorro,10/18/2001,144200.0,Construction Sand and Gravel,1442.0,0.0,,,,,5.0,SandAndGravel,,,Y,35.0,106.750556,34.4975,1/2 miles South of Veguita,Veguita
2902234,Screening & Wash Plant,M,Surface,Intermittent,03/17/2020,M02545,Henry  Southway Jr,L06057,Southway Construction Co Inc,NM,29,43,Sandoval,02/11/2002,144200.0,Construction Sand and Gravel,1442.0,0.0,,,,,5.0,SandAndGravel,,,Y,35.0,106.646944,35.085,I-25 South from Albuquerque to NM Hwy 6 (exit 203) East to Hwy 263 South to Meadowlake Road right on Meadowale at light for..8 miles to entrance on left. The scale house can be seen from road. Follow road up the hill and right at Y to mine site.,Clayton
